IUCN,SPEC,COU,Value
CRITICAL,MOSS,GBR,23
CRITICAL,LICHEN,GBR,45
CRITICAL,INVERTEB,GBR,90
VULNERABLE,MOSS,GBR,63
VULNERABLE,LICHEN,GBR,111
VULNERABLE,INVERTEB,GBR,428
THREATENED,LICHEN,GBR,190
THREATENED,INVERTEB,GBR,898
ENDANGERED_IND,MOSS,GBR,37
ENDANGERED_IND,LICHEN,GBR,34
ENDANGERED_IND,INVERTEB,GBR,380
CRITICAL_IND,MOSS,GBR,23
CRITICAL_IND,LICHEN,GBR,45
CRITICAL_IND,INVERTEB,GBR,90
VULNERABLE_IND,MOSS,GBR,63
VULNERABLE_IND,LICHEN,GBR,111
VULNERABLE_IND,INVERTEB,GBR,428
THREATENED_IND,MOSS,GBR,123
THREATENED_IND,LICHEN,GBR,190
THREATENED_IND,INVERTEB,GBR,898
THREAT_PERCENT,MAMMAL,GBR,11.111
THREAT_PERCENT,BIRD,GBR,22.712
THREAT_PERCENT,LICHEN,GBR,6.609
THREAT_PERCENT,INVERTEB,GBR,2.478
TOT_KNOWN,MOSS,CHL,1327
TOT_KNOWN,LICHEN,CHL,1383
TOT_KNOWN,INVERTEB,CHL,15466
TOT_KNOWN_IND,MOSS,CHL,1327
TOT_KNOWN_IND,LICHEN,CHL,1383
TOT_KNOWN_IND,INVERTEB,CHL,15466
ENDANGERED,INVERTEB,CHL,61
CRITICAL,BIRD,CHL,2
CRITICAL,REPTILE,CHL,10
CRITICAL,INVERTEB,CHL,32
VULNERABLE,INVERTEB,CHL,22
THREATENED,INVERTEB,CHL,114
ENDANGERED_IND,INVERTEB,CHL,61
CRITICAL_IND,BIRD,CHL,2
CRITICAL_IND,REPTILE,CHL,10
CRITICAL_IND,INVERTEB,CHL,32
VULNERABLE_IND,INVERTEB,CHL,22
THREATENED_IND,INVERTEB,CHL,114
THREAT_PERCENT,INVERTEB,CHL,0.737
IND_PERCENT,INVERTEB,CHL,0.737
TOT_KNOWN,MAMMAL,COL,492
TOT_KNOWN,BIRD,COL,1921
TOT_KNOWN,REPTILE,COL,537
TOT_KNOWN,AMPHIBIAN,COL,803
TOT_KNOWN,VASCULAR_PLANT,COL,27881
TOT_KNOWN,FISH_TOT,COL,3435
TOT_KNOWN,MARINE_F,COL,2000
TOT_KNOWN,FRESHW_F,COL,1435
TOT_KNOWN,MOSS,COL,1649
TOT_KNOWN,LICHEN,COL,1674
TOT_KNOWN,INVERTEB,COL,15269
TOT_KNOWN_IND,MAMMAL,COL,34
TOT_KNOWN_IND,BIRD,COL,79
TOT_KNOWN_IND,REPTILE,COL,115
TOT_KNOWN_IND,AMPHIBIAN,COL,367
TOT_KNOWN_IND,VASCULAR_PLANT,COL,6383
TOT_KNOWN_IND,FRESHW_F,COL,311
ENDANGERED,MAMMAL,COL,10
ENDANGERED,BIRD,COL,56
ENDANGERED,REPTILE,COL,16
ENDANGERED,AMPHIBIAN,COL,26
ENDANGERED,VASCULAR_PLANT,COL,185
ENDANGERED,FISH_TOT,COL,10
ENDANGERED,MARINE_F,COL,7
ENDANGERED,FRESHW_F,COL,10
ENDANGERED,MOSS,COL,5
ENDANGERED,INVERTEB,COL,44
CRITICAL,MAMMAL,COL,7
CRITICAL,BIRD,COL,17
CRITICAL,REPTILE,COL,11
CRITICAL,AMPHIBIAN,COL,14
CRITICAL,VASCULAR_PLANT,COL,112
CRITICAL,FISH_TOT,COL,4
CRITICAL,MARINE_F,COL,6
CRITICAL,FRESHW_F,COL,7
CRITICAL,MOSS,COL,8
CRITICAL,INVERTEB,COL,6
VULNERABLE,MAMMAL,COL,25
VULNERABLE,BIRD,COL,67
VULNERABLE,REPTILE,COL,17
VULNERABLE,AMPHIBIAN,COL,15
VULNERABLE,VASCULAR_PLANT,COL,425
VULNERABLE,FISH_TOT,COL,67
VULNERABLE,MARINE_F,COL,43
VULNERABLE,FRESHW_F,COL,92
VULNERABLE,MOSS,COL,84
VULNERABLE,INVERTEB,COL,47
THREATENED,MAMMAL,COL,42
THREATENED,BIRD,COL,140
THREATENED,REPTILE,COL,44
THREATENED,AMPHIBIAN,COL,55
THREATENED,VASCULAR_PLANT,COL,722
THREATENED,FISH_TOT,COL,81
THREATENED,MARINE_F,COL,56
THREATENED,FRESHW_F,COL,109
THREATENED,MOSS,COL,97
THREATENED,INVERTEB,COL,97
THREAT_PERCENT,MAMMAL,COL,8.537
THREAT_PERCENT,BIRD,COL,7.288
THREAT_PERCENT,REPTILE,COL,8.194
THREAT_PERCENT,AMPHIBIAN,COL,6.849
THREAT_PERCENT,VASCULAR_PLANT,COL,2.59
THREAT_PERCENT,FISH_TOT,COL,2.358
THREAT_PERCENT,MARINE_F,COL,2.8
THREAT_PERCENT,FRESHW_F,COL,7.596
THREAT_PERCENT,MOSS,COL,5.882
THREAT_PERCENT,INVERTEB,COL,0.635
TOT_KNOWN,MOSS,EST,389
TOT_KNOWN,LICHEN,EST,469
TOT_KNOWN,INVERTEB,EST,627
TOT_KNOWN_IND,MOSS,EST,388
TOT_KNOWN_IND,LICHEN,EST,458
TOT_KNOWN_IND,INVERTEB,EST,610
ENDANGERED,MOSS,EST,21
ENDANGERED,LICHEN,EST,32
ENDANGERED,INVERTEB,EST,2
CRITICAL,MOSS,EST,11
CRITICAL,LICHEN,EST,13
CRITICAL,INVERTEB,EST,7
VULNERABLE,MOSS,EST,99
VULNERABLE,LICHEN,EST,68
VULNERABLE,INVERTEB,EST,10
THREATENED,MOSS,EST,131
THREATENED,LICHEN,EST,113
THREATENED,INVERTEB,EST,19
ENDANGERED_IND,MOSS,EST,21
ENDANGERED_IND,LICHEN,EST,32
ENDANGERED_IND,INVERTEB,EST,2
CRITICAL_IND,MOSS,EST,11
CRITICAL_IND,LICHEN,EST,13
CRITICAL_IND,INVERTEB,EST,7
VULNERABLE_IND,MOSS,EST,99
VULNERABLE_IND,LICHEN,EST,67
VULNERABLE_IND,INVERTEB,EST,10
THREATENED_IND,MOSS,EST,131
THREATENED_IND,LICHEN,EST,112
THREATENED_IND,INVERTEB,EST,19
THREAT_PERCENT,MOSS,EST,33.676
THREAT_PERCENT,LICHEN,EST,24.094
THREAT_PERCENT,INVERTEB,EST,3.03
IND_PERCENT,MOSS,EST,33.763
IND_PERCENT,LICHEN,EST,24.454
IND_PERCENT,INVERTEB,EST,3.115
TOT_KNOWN_IND,BIRD,ISR,213
TOT_KNOWN_IND,AMPHIBIAN,ISR,7
TOT_KNOWN_IND,FISH_TOT,ISR,32
TOT_KNOWN_IND,FRESHW_F,ISR,32
ENDANGERED_IND,BIRD,ISR,13
ENDANGERED_IND,AMPHIBIAN,ISR,3
ENDANGERED_IND,FISH_TOT,ISR,0
ENDANGERED_IND,FRESHW_F,ISR,0
CRITICAL_IND,BIRD,ISR,21
CRITICAL_IND,AMPHIBIAN,ISR,2
CRITICAL_IND,FISH_TOT,ISR,6
CRITICAL_IND,FRESHW_F,ISR,6
VULNERABLE_IND,BIRD,ISR,31
VULNERABLE_IND,AMPHIBIAN,ISR,1
VULNERABLE_IND,FISH_TOT,ISR,0
VULNERABLE_IND,FRESHW_F,ISR,0
THREATENED_IND,BIRD,ISR,65
THREATENED_IND,AMPHIBIAN,ISR,6
THREATENED_IND,VASCULAR_PLANT,ISR,377
THREATENED_IND,FISH_TOT,ISR,6
THREATENED_IND,FRESHW_F,ISR,6
IND_PERCENT,BIRD,ISR,30.516
IND_PERCENT,AMPHIBIAN,ISR,85.714
IND_PERCENT,VASCULAR_PLANT,ISR,16.477
IND_PERCENT,FISH_TOT,ISR,18.75
IND_PERCENT,FRESHW_F,ISR,18.75
TOT_KNOWN,MAMMAL,LVA,62
TOT_KNOWN,BIRD,LVA,233
TOT_KNOWN,REPTILE,LVA,7
TOT_KNOWN,AMPHIBIAN,LVA,13
TOT_KNOWN,VASCULAR_PLANT,LVA,1937
TOT_KNOWN,FISH_TOT,LVA,87
TOT_KNOWN,MARINE_F,LVA,42
TOT_KNOWN,FRESHW_F,LVA,45
TOT_KNOWN_IND,MAMMAL,LVA,54
TOT_KNOWN_IND,BIRD,LVA,231
TOT_KNOWN_IND,REPTILE,LVA,7
TOT_KNOWN_IND,AMPHIBIAN,LVA,13
TOT_KNOWN_IND,VASCULAR_PLANT,LVA,1304
TOT_KNOWN_IND,FISH_TOT,LVA,72
TOT_KNOWN_IND,MARINE_F,LVA,27
TOT_KNOWN_IND,FRESHW_F,LVA,45
ENDANGERED,MAMMAL,LVA,3
ENDANGERED,BIRD,LVA,19
ENDANGERED,REPTILE,LVA,1
ENDANGERED,AMPHIBIAN,LVA,1
ENDANGERED,VASCULAR_PLANT,LVA,110
ENDANGERED,FISH_TOT,LVA,0
ENDANGERED,MARINE_F,LVA,0
ENDANGERED,FRESHW_F,LVA,0
ENDANGERED,MOSS,LVA,41
ENDANGERED,LICHEN,LVA,18
ENDANGERED,INVERTEB,LVA,38
CRITICAL,MAMMAL,LVA,0
CRITICAL,BIRD,LVA,4
CRITICAL,REPTILE,LVA,1
CRITICAL,AMPHIBIAN,LVA,1
CRITICAL,VASCULAR_PLANT,LVA,16
CRITICAL,FISH_TOT,LVA,1
CRITICAL,MARINE_F,LVA,1
CRITICAL,MOSS,LVA,3
CRITICAL,LICHEN,LVA,2
CRITICAL,INVERTEB,LVA,7
VULNERABLE,MAMMAL,LVA,2
VULNERABLE,BIRD,LVA,16
VULNERABLE,REPTILE,LVA,0
VULNERABLE,AMPHIBIAN,LVA,2
VULNERABLE,VASCULAR_PLANT,LVA,83
VULNERABLE,FISH_TOT,LVA,1
VULNERABLE,FRESHW_F,LVA,1
VULNERABLE,MOSS,LVA,17
VULNERABLE,LICHEN,LVA,4
VULNERABLE,INVERTEB,LVA,34
THREATENED,MAMMAL,LVA,5
THREATENED,BIRD,LVA,39
THREATENED,REPTILE,LVA,2
THREATENED,AMPHIBIAN,LVA,4
THREATENED,VASCULAR_PLANT,LVA,209
THREATENED,FISH_TOT,LVA,2
THREATENED,MARINE_F,LVA,1
THREATENED,FRESHW_F,LVA,1
THREATENED,MOSS,LVA,61
THREATENED,LICHEN,LVA,24
THREATENED,INVERTEB,LVA,79
ENDANGERED_IND,MAMMAL,LVA,3
ENDANGERED_IND,BIRD,LVA,19
ENDANGERED_IND,REPTILE,LVA,1
ENDANGERED_IND,AMPHIBIAN,LVA,1
ENDANGERED_IND,VASCULAR_PLANT,LVA,110
ENDANGERED_IND,FISH_TOT,LVA,0
ENDANGERED_IND,MARINE_F,LVA,0
ENDANGERED_IND,FRESHW_F,LVA,0
CRITICAL_IND,MAMMAL,LVA,0
CRITICAL_IND,BIRD,LVA,4
CRITICAL_IND,REPTILE,LVA,1
CRITICAL_IND,AMPHIBIAN,LVA,1
CRITICAL_IND,VASCULAR_PLANT,LVA,16
CRITICAL_IND,FISH_TOT,LVA,1
CRITICAL_IND,MARINE_F,LVA,1
VULNERABLE_IND,MAMMAL,LVA,2
VULNERABLE_IND,BIRD,LVA,16
VULNERABLE_IND,REPTILE,LVA,0
VULNERABLE_IND,AMPHIBIAN,LVA,1
VULNERABLE_IND,VASCULAR_PLANT,LVA,83
VULNERABLE_IND,FISH_TOT,LVA,1
VULNERABLE_IND,FRESHW_F,LVA,1
THREATENED_IND,MAMMAL,LVA,5
THREATENED_IND,BIRD,LVA,39
THREATENED_IND,REPTILE,LVA,2
THREATENED_IND,AMPHIBIAN,LVA,3
THREATENED_IND,VASCULAR_PLANT,LVA,209
THREATENED_IND,FISH_TOT,LVA,2
THREATENED_IND,MARINE_F,LVA,1
THREATENED_IND,FRESHW_F,LVA,1
THREAT_PERCENT,MAMMAL,LVA,8.065
THREAT_PERCENT,BIRD,LVA,16.738
THREAT_PERCENT,REPTILE,LVA,28.571
THREAT_PERCENT,AMPHIBIAN,LVA,30.769
THREAT_PERCENT,VASCULAR_PLANT,LVA,10.79
THREAT_PERCENT,FISH_TOT,LVA,2.299
THREAT_PERCENT,MARINE_F,LVA,2.381
THREAT_PERCENT,FRESHW_F,LVA,2.222
IND_PERCENT,MAMMAL,LVA,9.259
IND_PERCENT,BIRD,LVA,16.883
IND_PERCENT,REPTILE,LVA,28.571
IND_PERCENT,AMPHIBIAN,LVA,23.077
IND_PERCENT,VASCULAR_PLANT,LVA,16.028
IND_PERCENT,FISH_TOT,LVA,2.778
IND_PERCENT,MARINE_F,LVA,3.704
IND_PERCENT,FRESHW_F,LVA,2.222
ENDANGERED,MAMMAL,BRA,43
ENDANGERED,BIRD,BRA,71
ENDANGERED,REPTILE,BRA,50
ENDANGERED,AMPHIBIAN,BRA,12
ENDANGERED,FISH_TOT,BRA,126
ENDANGERED,MARINE_F,BRA,14
ENDANGERED,FRESHW_F,BRA,112
ENDANGERED,INVERTEB,BRA,104
CRITICAL,MAMMAL,BRA,12
CRITICAL,BIRD,BRA,42
CRITICAL,REPTILE,BRA,10
CRITICAL,AMPHIBIAN,BRA,18
CRITICAL,FISH_TOT,BRA,135
CRITICAL,MARINE_F,BRA,34
CRITICAL,FRESHW_F,BRA,101
CRITICAL,INVERTEB,BRA,101
VULNERABLE,MAMMAL,BRA,55
VULNERABLE,BIRD,BRA,120
VULNERABLE,REPTILE,BRA,20
VULNERABLE,AMPHIBIAN,BRA,11
VULNERABLE,FISH_TOT,BRA,148
VULNERABLE,MARINE_F,BRA,50
VULNERABLE,FRESHW_F,BRA,98
VULNERABLE,INVERTEB,BRA,94
THREATENED,MAMMAL,BRA,110
THREATENED,BIRD,BRA,234
THREATENED,REPTILE,BRA,80
THREATENED,AMPHIBIAN,BRA,38
THREATENED,FISH_TOT,BRA,409
THREATENED,MARINE_F,BRA,98
THREATENED,FRESHW_F,BRA,311
THREATENED,INVERTEB,BRA,299
TOT_KNOWN,MOSS,AUS,976
TOT_KNOWN,LICHEN,AUS,3495
TOT_KNOWN,INVERTEB,AUS,98703
ENDANGERED,INVERTEB,AUS,22
CRITICAL,INVERTEB,AUS,28
VULNERABLE,MOSS,AUS,1
VULNERABLE,INVERTEB,AUS,11
THREATENED,MOSS,AUS,1
THREATENED,INVERTEB,AUS,61
THREAT_PERCENT,MOSS,AUS,0.102
THREAT_PERCENT,INVERTEB,AUS,0.062
TOT_KNOWN,MOSS,BEL,521
TOT_KNOWN,LICHEN,BEL,838
TOT_KNOWN,INVERTEB,BEL,5238
TOT_KNOWN_IND,MOSS,BEL,521
TOT_KNOWN_IND,LICHEN,BEL,838
TOT_KNOWN_IND,INVERTEB,BEL,5227
ENDANGERED,INVERTEB,BEL,201
CRITICAL,INVERTEB,BEL,135
VULNERABLE,INVERTEB,BEL,230
THREATENED,MOSS,BEL,140
THREATENED,LICHEN,BEL,495
THREATENED,INVERTEB,BEL,566
ENDANGERED_IND,INVERTEB,BEL,201
CRITICAL_IND,INVERTEB,BEL,135
VULNERABLE_IND,INVERTEB,BEL,230
THREATENED_IND,MOSS,BEL,140
THREATENED_IND,LICHEN,BEL,495
THREATENED_IND,INVERTEB,BEL,566
THREAT_PERCENT,MOSS,BEL,26.871
THREAT_PERCENT,LICHEN,BEL,59.069
THREAT_PERCENT,INVERTEB,BEL,10.806
IND_PERCENT,MOSS,BEL,26.871
IND_PERCENT,LICHEN,BEL,59.069
IND_PERCENT,INVERTEB,BEL,10.828
TOT_KNOWN,MOSS,CZE,863
TOT_KNOWN,LICHEN,CZE,1497
TOT_KNOWN,INVERTEB,CZE,32627
ENDANGERED,MOSS,CZE,88
ENDANGERED,LICHEN,CZE,184
ENDANGERED,INVERTEB,CZE,1706
CRITICAL,MOSS,CZE,70
CRITICAL,LICHEN,CZE,130
CRITICAL,INVERTEB,CZE,1420
VULNERABLE,MOSS,CZE,93
VULNERABLE,LICHEN,CZE,246
VULNERABLE,INVERTEB,CZE,2253
THREATENED,MOSS,CZE,251
THREATENED,LICHEN,CZE,560
THREATENED,INVERTEB,CZE,5379
THREAT_PERCENT,MOSS,CZE,29.085
THREAT_PERCENT,LICHEN,CZE,37.408
THREAT_PERCENT,INVERTEB,CZE,16.486
TOT_KNOWN,LICHEN,DNK,676
TOT_KNOWN,INVERTEB,DNK,3731
ENDANGERED,LICHEN,DNK,57
ENDANGERED,INVERTEB,DNK,156
CRITICAL,LICHEN,DNK,143
CRITICAL,INVERTEB,DNK,96
VULNERABLE,LICHEN,DNK,99
VULNERABLE,INVERTEB,DNK,272
THREATENED,LICHEN,DNK,299
THREATENED,INVERTEB,DNK,524
THREAT_PERCENT,LICHEN,DNK,44.231
THREAT_PERCENT,INVERTEB,DNK,14.044
TOT_KNOWN,MOSS,IRL,596
TOT_KNOWN,INVERTEB,IRL,1193
ENDANGERED,MOSS,IRL,30
ENDANGERED,INVERTEB,IRL,51
CRITICAL,MOSS,IRL,19
CRITICAL,INVERTEB,IRL,27
VULNERABLE,MOSS,IRL,64
VULNERABLE,INVERTEB,IRL,97
THREATENED,MOSS,IRL,113
THREATENED,INVERTEB,IRL,175
THREAT_PERCENT,MOSS,IRL,18.96
THREAT_PERCENT,INVERTEB,IRL,14.669
TOT_KNOWN,MOSS,JPN,1800
TOT_KNOWN,LICHEN,JPN,1600
TOT_KNOWN,INVERTEB,JPN,5300
ENDANGERED,MOSS,JPN,138
ENDANGERED,LICHEN,JPN,41
ENDANGERED,INVERTEB,JPN,22
VULNERABLE,MOSS,JPN,103
VULNERABLE,LICHEN,JPN,20
VULNERABLE,INVERTEB,JPN,43
THREATENED,MOSS,JPN,241
THREATENED,LICHEN,JPN,61
THREATENED,INVERTEB,JPN,65
THREAT_PERCENT,MOSS,JPN,13.389
THREAT_PERCENT,LICHEN,JPN,3.813
THREAT_PERCENT,INVERTEB,JPN,1.226
TOT_KNOWN,MOSS,KOR,925
TOT_KNOWN,LICHEN,KOR,1133
TOT_KNOWN_IND,MAMMAL,NLD,53
TOT_KNOWN_IND,BIRD,NLD,168
TOT_KNOWN_IND,REPTILE,NLD,7
TOT_KNOWN_IND,VASCULAR_PLANT,NLD,1395
TOT_KNOWN_IND,MOSS,NLD,517
TOT_KNOWN_IND,LICHEN,NLD,683
TOT_KNOWN_IND,INVERTEB,NLD,176
ENDANGERED_IND,MAMMAL,NLD,3
ENDANGERED_IND,BIRD,NLD,12
ENDANGERED_IND,REPTILE,NLD,0
ENDANGERED_IND,AMPHIBIAN,NLD,2
ENDANGERED_IND,VASCULAR_PLANT,NLD,117
ENDANGERED_IND,MOSS,NLD,27
ENDANGERED_IND,LICHEN,NLD,42
ENDANGERED_IND,INVERTEB,NLD,18
CRITICAL_IND,MAMMAL,NLD,2
CRITICAL_IND,BIRD,NLD,9
CRITICAL_IND,REPTILE,NLD,1
CRITICAL_IND,VASCULAR_PLANT,NLD,71
CRITICAL_IND,MOSS,NLD,52
CRITICAL_IND,LICHEN,NLD,49
CRITICAL_IND,INVERTEB,NLD,25
VULNERABLE_IND,MAMMAL,NLD,6
VULNERABLE_IND,BIRD,NLD,19
VULNERABLE_IND,REPTILE,NLD,4
VULNERABLE_IND,AMPHIBIAN,NLD,3
VULNERABLE_IND,VASCULAR_PLANT,NLD,168
VULNERABLE_IND,MOSS,NLD,43
VULNERABLE_IND,LICHEN,NLD,65
VULNERABLE_IND,INVERTEB,NLD,11
THREATENED_IND,MAMMAL,NLD,11
THREATENED_IND,BIRD,NLD,40
THREATENED_IND,REPTILE,NLD,5
THREATENED_IND,VASCULAR_PLANT,NLD,356
THREATENED_IND,MOSS,NLD,122
THREATENED_IND,LICHEN,NLD,156
THREATENED_IND,INVERTEB,NLD,54
IND_PERCENT,MAMMAL,NLD,20.755
IND_PERCENT,BIRD,NLD,23.81
IND_PERCENT,REPTILE,NLD,71.429
IND_PERCENT,VASCULAR_PLANT,NLD,25.52
IND_PERCENT,MOSS,NLD,23.598
IND_PERCENT,LICHEN,NLD,22.84
IND_PERCENT,INVERTEB,NLD,30.682
TOT_KNOWN,MOSS,ESP,1100
TOT_KNOWN,LICHEN,ESP,2426
TOT_KNOWN_IND,MOSS,ESP,1100
TOT_KNOWN_IND,LICHEN,ESP,2426
TOT_KNOWN_IND,INVERTEB,ESP,57000
ENDANGERED,MOSS,ESP,52
ENDANGERED,INVERTEB,ESP,52
CRITICAL,MOSS,ESP,46
CRITICAL,INVERTEB,ESP,18
VULNERABLE,MOSS,ESP,161
VULNERABLE,INVERTEB,ESP,203
THREATENED,MOSS,ESP,259
THREATENED,INVERTEB,ESP,273
ENDANGERED_IND,MOSS,ESP,52
ENDANGERED_IND,INVERTEB,ESP,52
CRITICAL_IND,MOSS,ESP,46
CRITICAL_IND,INVERTEB,ESP,18
VULNERABLE_IND,MOSS,ESP,161
VULNERABLE_IND,INVERTEB,ESP,203
THREATENED_IND,MOSS,ESP,259
THREATENED_IND,INVERTEB,ESP,273
THREAT_PERCENT,MOSS,ESP,23.545
IND_PERCENT,MOSS,ESP,23.545
IND_PERCENT,INVERTEB,ESP,0.479
TOT_KNOWN,MARINE_F,SWE,100
TOT_KNOWN,FRESHW_F,SWE,42
TOT_KNOWN_IND,MARINE_F,SWE,100
TOT_KNOWN_IND,FRESHW_F,SWE,42
ENDANGERED,MARINE_F,SWE,6
ENDANGERED,FRESHW_F,SWE,1
CRITICAL,MARINE_F,SWE,6
VULNERABLE,MARINE_F,SWE,7
VULNERABLE,FRESHW_F,SWE,1
THREATENED,MARINE_F,SWE,19
THREATENED,FRESHW_F,SWE,2
ENDANGERED_IND,MARINE_F,SWE,6
ENDANGERED_IND,FRESHW_F,SWE,1
CRITICAL_IND,MARINE_F,SWE,6
VULNERABLE_IND,MARINE_F,SWE,7
VULNERABLE_IND,FRESHW_F,SWE,1
THREATENED_IND,MARINE_F,SWE,19
THREATENED_IND,FRESHW_F,SWE,2
THREAT_PERCENT,MARINE_F,SWE,19
THREAT_PERCENT,FRESHW_F,SWE,4.762
IND_PERCENT,MARINE_F,SWE,19
IND_PERCENT,FRESHW_F,SWE,4.762
THREATENED,MOSS,GBR,123
TOT_KNOWN,MAMMAL,CRI,250
TOT_KNOWN,BIRD,CRI,912
TOT_KNOWN,REPTILE,CRI,241
TOT_KNOWN,AMPHIBIAN,CRI,201
TOT_KNOWN,VASCULAR_PLANT,CRI,9500
TOT_KNOWN,MARINE_F,CRI,1458
TOT_KNOWN,FRESHW_F,CRI,271
TOT_KNOWN,LICHEN,CRI,1337
TOT_KNOWN,INVERTEB,CRI,103491
ENDANGERED,MAMMAL,CRI,7
ENDANGERED,BIRD,CRI,6
ENDANGERED,REPTILE,CRI,3
ENDANGERED,AMPHIBIAN,CRI,10
ENDANGERED,VASCULAR_PLANT,CRI,40
ENDANGERED,MARINE_F,CRI,2
CRITICAL,BIRD,CRI,1
CRITICAL,REPTILE,CRI,5
CRITICAL,AMPHIBIAN,CRI,24
CRITICAL,VASCULAR_PLANT,CRI,8
CRITICAL,MARINE_F,CRI,2
VULNERABLE,MAMMAL,CRI,7
VULNERABLE,BIRD,CRI,15
VULNERABLE,REPTILE,CRI,7
VULNERABLE,AMPHIBIAN,CRI,7
VULNERABLE,VASCULAR_PLANT,CRI,83
VULNERABLE,FRESHW_F,CRI,1
THREATENED,MAMMAL,CRI,14
THREATENED,BIRD,CRI,22
THREATENED,REPTILE,CRI,15
THREATENED,AMPHIBIAN,CRI,41
THREATENED,VASCULAR_PLANT,CRI,131
THREATENED,MARINE_F,CRI,4
THREATENED,FRESHW_F,CRI,1
THREAT_PERCENT,MAMMAL,CRI,5.6
THREAT_PERCENT,BIRD,CRI,2.412
THREAT_PERCENT,REPTILE,CRI,6.224
THREAT_PERCENT,AMPHIBIAN,CRI,20.398
THREAT_PERCENT,VASCULAR_PLANT,CRI,1.379
THREAT_PERCENT,MARINE_F,CRI,0.274
THREAT_PERCENT,FRESHW_F,CRI,0.369
TOT_KNOWN,MOSS,LVA,560
TOT_KNOWN,LICHEN,LVA,687
TOT_KNOWN,INVERTEB,LVA,17100
TOT_KNOWN_IND,MOSS,LVA,559
TOT_KNOWN_IND,LICHEN,LVA,687
TOT_KNOWN_IND,INVERTEB,LVA,17000
ENDANGERED_IND,MOSS,LVA,41
ENDANGERED_IND,LICHEN,LVA,18
ENDANGERED_IND,INVERTEB,LVA,38
CRITICAL_IND,MOSS,LVA,3
CRITICAL_IND,LICHEN,LVA,2
CRITICAL_IND,INVERTEB,LVA,7
VULNERABLE_IND,MOSS,LVA,17
VULNERABLE_IND,LICHEN,LVA,4
VULNERABLE_IND,INVERTEB,LVA,34
THREATENED_IND,MOSS,LVA,61
THREATENED_IND,LICHEN,LVA,24
THREATENED_IND,INVERTEB,LVA,79
THREAT_PERCENT,MOSS,LVA,10.893
THREAT_PERCENT,LICHEN,LVA,3.493
THREAT_PERCENT,INVERTEB,LVA,0.462
IND_PERCENT,MOSS,LVA,10.912
IND_PERCENT,LICHEN,LVA,3.493
IND_PERCENT,INVERTEB,LVA,0.465
TOT_KNOWN,MAMMAL,LTU,68
TOT_KNOWN,BIRD,LTU,389
TOT_KNOWN,REPTILE,LTU,7
TOT_KNOWN,AMPHIBIAN,LTU,13
TOT_KNOWN,VASCULAR_PLANT,LTU,1334
TOT_KNOWN,FISH_TOT,LTU,105
TOT_KNOWN,MARINE_F,LTU,51
TOT_KNOWN,FRESHW_F,LTU,54
TOT_KNOWN,MOSS,LTU,470
TOT_KNOWN,LICHEN,LTU,250
TOT_KNOWN,INVERTEB,LTU,25000
TOT_KNOWN_IND,MAMMAL,LTU,59
TOT_KNOWN_IND,BIRD,LTU,368
TOT_KNOWN_IND,REPTILE,LTU,7
TOT_KNOWN_IND,AMPHIBIAN,LTU,13
TOT_KNOWN_IND,VASCULAR_PLANT,LTU,786
TOT_KNOWN_IND,FISH_TOT,LTU,85
TOT_KNOWN_IND,MARINE_F,LTU,49
TOT_KNOWN_IND,FRESHW_F,LTU,36
ENDANGERED,MAMMAL,LTU,3
ENDANGERED,BIRD,LTU,17
ENDANGERED,REPTILE,LTU,1
ENDANGERED,AMPHIBIAN,LTU,1
ENDANGERED,VASCULAR_PLANT,LTU,66
ENDANGERED,FISH_TOT,LTU,0
ENDANGERED,MARINE_F,LTU,0
ENDANGERED,FRESHW_F,LTU,0
ENDANGERED,MOSS,LTU,13
ENDANGERED,LICHEN,LTU,16
ENDANGERED,INVERTEB,LTU,54
VULNERABLE,MAMMAL,LTU,4
VULNERABLE,BIRD,LTU,20
VULNERABLE,REPTILE,LTU,1
VULNERABLE,AMPHIBIAN,LTU,1
VULNERABLE,VASCULAR_PLANT,LTU,41
VULNERABLE,FISH_TOT,LTU,2
VULNERABLE,MARINE_F,LTU,0
VULNERABLE,FRESHW_F,LTU,2
VULNERABLE,MOSS,LTU,26
VULNERABLE,LICHEN,LTU,3
VULNERABLE,INVERTEB,LTU,22
THREATENED,MAMMAL,LTU,7
THREATENED,BIRD,LTU,56
THREATENED,REPTILE,LTU,2
THREATENED,AMPHIBIAN,LTU,2
THREATENED,VASCULAR_PLANT,LTU,130
THREATENED,FISH_TOT,LTU,5
THREATENED,MARINE_F,LTU,1
THREATENED,FRESHW_F,LTU,4
THREATENED,MOSS,LTU,48
THREATENED,LICHEN,LTU,43
THREATENED,INVERTEB,LTU,89
ENDANGERED_IND,MAMMAL,LTU,3
ENDANGERED_IND,BIRD,LTU,17
ENDANGERED_IND,REPTILE,LTU,1
ENDANGERED_IND,AMPHIBIAN,LTU,1
ENDANGERED_IND,VASCULAR_PLANT,LTU,66
ENDANGERED_IND,FISH_TOT,LTU,0
ENDANGERED_IND,MARINE_F,LTU,0
ENDANGERED_IND,FRESHW_F,LTU,0
ENDANGERED_IND,MOSS,LTU,13
ENDANGERED_IND,LICHEN,LTU,16
ENDANGERED_IND,INVERTEB,LTU,54
VULNERABLE_IND,MAMMAL,LTU,4
VULNERABLE_IND,BIRD,LTU,20
VULNERABLE_IND,REPTILE,LTU,1
