alpha3,SPEC,IUCN,Value
BEL,MARINE_F,IND_PERCENT,14.141
BEL,FRESHW_F,IND_PERCENT,62.5
CAN,FISH_TOT,TOT_KNOWN,1376
CAN,MARINE_F,TOT_KNOWN,1211
CAN,FRESHW_F,TOT_KNOWN,165
CAN,FISH_TOT,TOT_KNOWN_IND,1361
CAN,MARINE_F,TOT_KNOWN_IND,1211
CAN,FRESHW_F,TOT_KNOWN_IND,150
CAN,FISH_TOT,ENDANGERED,25
CAN,MARINE_F,ENDANGERED,11
CAN,FRESHW_F,ENDANGERED,14
CAN,MAMMAL,CRITICAL,11
CAN,BIRD,CRITICAL,26
CAN,REPTILE,CRITICAL,5
CAN,AMPHIBIAN,CRITICAL,2
CAN,VASCULAR_PLANT,CRITICAL,315
CAN,FISH_TOT,CRITICAL,9
CAN,MARINE_F,CRITICAL,3
CAN,FRESHW_F,CRITICAL,6
CAN,FISH_TOT,VULNERABLE,54
CAN,MARINE_F,VULNERABLE,38
CAN,FRESHW_F,VULNERABLE,16
CAN,FISH_TOT,THREATENED,88
CAN,MARINE_F,THREATENED,52
CAN,FRESHW_F,THREATENED,36
CAN,FISH_TOT,ENDANGERED_IND,25
CAN,MARINE_F,ENDANGERED_IND,11
CAN,FRESHW_F,ENDANGERED_IND,14
CAN,MAMMAL,CRITICAL_IND,11
CAN,BIRD,CRITICAL_IND,26
CAN,REPTILE,CRITICAL_IND,5
CAN,AMPHIBIAN,CRITICAL_IND,2
CAN,VASCULAR_PLANT,CRITICAL_IND,315
CAN,FISH_TOT,CRITICAL_IND,9
CAN,MARINE_F,CRITICAL_IND,3
CAN,FRESHW_F,CRITICAL_IND,6
CAN,FISH_TOT,VULNERABLE_IND,54
CAN,MARINE_F,VULNERABLE_IND,38
CAN,FRESHW_F,VULNERABLE_IND,16
CAN,MAMMAL,THREATENED_IND,52
CAN,BIRD,THREATENED_IND,88
CAN,REPTILE,THREATENED_IND,26
CAN,AMPHIBIAN,THREATENED_IND,16
CAN,VASCULAR_PLANT,THREATENED_IND,1107
CAN,FISH_TOT,THREATENED_IND,88
CAN,MARINE_F,THREATENED_IND,52
CAN,FRESHW_F,THREATENED_IND,36
CAN,MAMMAL,THREAT_PERCENT,23.529
CAN,BIRD,THREAT_PERCENT,13.056
CAN,REPTILE,THREAT_PERCENT,57.778
CAN,AMPHIBIAN,THREAT_PERCENT,34.043
CAN,VASCULAR_PLANT,THREAT_PERCENT,21.35
CAN,FISH_TOT,THREAT_PERCENT,6.395
CAN,MARINE_F,THREAT_PERCENT,4.294
CAN,FRESHW_F,THREAT_PERCENT,21.818
CAN,MAMMAL,IND_PERCENT,24.88
CAN,BIRD,IND_PERCENT,13.253
CAN,REPTILE,IND_PERCENT,60.465
CAN,AMPHIBIAN,IND_PERCENT,34.043
CAN,VASCULAR_PLANT,IND_PERCENT,28.605
CAN,FISH_TOT,IND_PERCENT,6.466
CAN,MARINE_F,IND_PERCENT,4.294
CAN,FRESHW_F,IND_PERCENT,24
CZE,FISH_TOT,TOT_KNOWN,65
CZE,FRESHW_F,TOT_KNOWN,65
CZE,FISH_TOT,TOT_KNOWN_IND,52
CZE,FRESHW_F,TOT_KNOWN_IND,52
CZE,FISH_TOT,ENDANGERED,2
CZE,FRESHW_F,ENDANGERED,2
CZE,FISH_TOT,CRITICAL,15
CZE,FRESHW_F,CRITICAL,15
CZE,FISH_TOT,VULNERABLE,8
CZE,FRESHW_F,VULNERABLE,8
CZE,FISH_TOT,THREATENED,25
CZE,FRESHW_F,THREATENED,25
CZE,MAMMAL,THREAT_PERCENT,16.484
CZE,BIRD,THREAT_PERCENT,47.143
CZE,REPTILE,THREAT_PERCENT,53.846
CZE,AMPHIBIAN,THREAT_PERCENT,72.727
CZE,VASCULAR_PLANT,THREAT_PERCENT,25.527
CZE,FISH_TOT,THREAT_PERCENT,38.462
CZE,FRESHW_F,THREAT_PERCENT,38.462
DNK,FRESHW_F,TOT_KNOWN,55
DNK,FRESHW_F,TOT_KNOWN_IND,36
DNK,FRESHW_F,CRITICAL,2
DNK,FRESHW_F,VULNERABLE,6
DNK,FRESHW_F,THREATENED,8
DNK,FRESHW_F,CRITICAL_IND,2
DNK,FRESHW_F,VULNERABLE_IND,6
DNK,MAMMAL,THREATENED_IND,11
DNK,BIRD,THREATENED_IND,34
DNK,AMPHIBIAN,THREATENED_IND,1
DNK,VASCULAR_PLANT,THREATENED_IND,117
DNK,FRESHW_F,THREATENED_IND,8
DNK,MAMMAL,THREAT_PERCENT,16.418
DNK,BIRD,THREAT_PERCENT,16.268
DNK,AMPHIBIAN,THREAT_PERCENT,6.667
DNK,VASCULAR_PLANT,THREAT_PERCENT,4.022
DNK,FRESHW_F,THREAT_PERCENT,14.545
DNK,MAMMAL,IND_PERCENT,18.966
DNK,BIRD,IND_PERCENT,16.268
DNK,AMPHIBIAN,IND_PERCENT,6.667
DNK,VASCULAR_PLANT,IND_PERCENT,9.75
DNK,FRESHW_F,IND_PERCENT,22.222
FIN,FRESHW_F,TOT_KNOWN,69
FIN,FRESHW_F,TOT_KNOWN_IND,69
FIN,FRESHW_F,ENDANGERED,3
FIN,FRESHW_F,CRITICAL,4
FIN,FRESHW_F,VULNERABLE,5
FIN,FRESHW_F,THREATENED,12
FIN,FRESHW_F,ENDANGERED_IND,3
FIN,FRESHW_F,CRITICAL_IND,4
FIN,FRESHW_F,VULNERABLE_IND,5
FIN,MAMMAL,THREATENED_IND,7
FIN,BIRD,THREATENED_IND,87
FIN,REPTILE,THREATENED_IND,1
FIN,AMPHIBIAN,THREATENED_IND,1
FIN,VASCULAR_PLANT,THREATENED_IND,197
FIN,FRESHW_F,THREATENED_IND,12
FIN,MAMMAL,THREAT_PERCENT,9.333
FIN,BIRD,THREAT_PERCENT,35.081
FIN,REPTILE,THREAT_PERCENT,20
FIN,AMPHIBIAN,THREAT_PERCENT,14.286
FIN,VASCULAR_PLANT,THREAT_PERCENT,15.887
FIN,FRESHW_F,THREAT_PERCENT,17.391
FIN,MAMMAL,IND_PERCENT,10.448
FIN,BIRD,IND_PERCENT,35.51
FIN,REPTILE,IND_PERCENT,20
FIN,AMPHIBIAN,IND_PERCENT,14.286
FIN,VASCULAR_PLANT,IND_PERCENT,21.413
FIN,FRESHW_F,IND_PERCENT,17.391
FRA,FRESHW_F,TOT_KNOWN,69
FRA,FRESHW_F,ENDANGERED,2
FRA,FRESHW_F,CRITICAL,4
FRA,FRESHW_F,VULNERABLE,9
FRA,FRESHW_F,THREATENED,15
FRA,BIRD,CRITICAL_IND,16
FRA,BIRD,THREATENED_IND,92
FRA,MAMMAL,THREAT_PERCENT,13.6
FRA,BIRD,THREAT_PERCENT,27.366
FRA,REPTILE,THREAT_PERCENT,23.684
FRA,AMPHIBIAN,THREAT_PERCENT,22.857
FRA,FRESHW_F,THREAT_PERCENT,21.739
FRA,BIRD,IND_PERCENT,32.394
DEU,FRESHW_F,TOT_KNOWN,93
DEU,FRESHW_F,TOT_KNOWN_IND,79
DEU,FRESHW_F,ENDANGERED,9
DEU,FRESHW_F,CRITICAL,8
DEU,FRESHW_F,VULNERABLE,11
DEU,FRESHW_F,THREATENED,28
DEU,FRESHW_F,ENDANGERED_IND,9
DEU,FRESHW_F,CRITICAL_IND,8
DEU,FRESHW_F,VULNERABLE_IND,11
DEU,MAMMAL,THREATENED_IND,32
DEU,BIRD,THREATENED_IND,94
DEU,REPTILE,THREATENED_IND,8
DEU,AMPHIBIAN,THREATENED_IND,8
DEU,VASCULAR_PLANT,THREATENED_IND,896
DEU,FRESHW_F,THREATENED_IND,28
DEU,MAMMAL,THREAT_PERCENT,34.409
DEU,BIRD,THREAT_PERCENT,35.606
DEU,REPTILE,THREAT_PERCENT,61.538
DEU,AMPHIBIAN,THREAT_PERCENT,36.364
DEU,VASCULAR_PLANT,THREAT_PERCENT,27.384
DEU,FRESHW_F,THREAT_PERCENT,30.108
DEU,MAMMAL,IND_PERCENT,37.647
DEU,BIRD,IND_PERCENT,38.525
DEU,REPTILE,IND_PERCENT,61.538
DEU,AMPHIBIAN,IND_PERCENT,40
DEU,VASCULAR_PLANT,IND_PERCENT,30.332
DEU,FRESHW_F,IND_PERCENT,35.443
GRC,FISH_TOT,TOT_KNOWN,665
GRC,MARINE_F,TOT_KNOWN,511
GRC,FRESHW_F,TOT_KNOWN,154
GRC,FISH_TOT,TOT_KNOWN_IND,601
GRC,MARINE_F,TOT_KNOWN_IND,469
GRC,FRESHW_F,TOT_KNOWN_IND,125
GRC,FISH_TOT,ENDANGERED,16
GRC,MARINE_F,ENDANGERED,4
GRC,FRESHW_F,ENDANGERED,12
GRC,FISH_TOT,CRITICAL,19
GRC,MARINE_F,CRITICAL,5
GRC,FRESHW_F,CRITICAL,14
GRC,FISH_TOT,VULNERABLE,28
GRC,MARINE_F,VULNERABLE,5
GRC,FRESHW_F,VULNERABLE,23
GRC,FISH_TOT,THREATENED,63
GRC,MARINE_F,THREATENED,14
GRC,FRESHW_F,THREATENED,49
GRC,FISH_TOT,ENDANGERED_IND,16
GRC,MARINE_F,ENDANGERED_IND,4
GRC,FRESHW_F,ENDANGERED_IND,12
GRC,FISH_TOT,CRITICAL_IND,19
GRC,MARINE_F,CRITICAL_IND,5
GRC,FRESHW_F,CRITICAL_IND,14
GRC,FISH_TOT,VULNERABLE_IND,28
GRC,MARINE_F,VULNERABLE_IND,5
GRC,FRESHW_F,VULNERABLE_IND,23
GRC,MAMMAL,THREATENED_IND,29
GRC,BIRD,THREATENED_IND,62
GRC,REPTILE,THREATENED_IND,9
GRC,AMPHIBIAN,THREATENED_IND,6
GRC,FISH_TOT,THREATENED_IND,63
GRC,MARINE_F,THREATENED_IND,14
GRC,FRESHW_F,THREATENED_IND,49
GRC,MAMMAL,THREAT_PERCENT,25.217
GRC,BIRD,THREAT_PERCENT,14.091
GRC,REPTILE,THREAT_PERCENT,13.636
GRC,AMPHIBIAN,THREAT_PERCENT,26.087
GRC,VASCULAR_PLANT,THREAT_PERCENT,4.359
GRC,FISH_TOT,THREAT_PERCENT,9.474
GRC,MARINE_F,THREAT_PERCENT,2.74
GRC,FRESHW_F,THREAT_PERCENT,31.818
GRC,MAMMAL,IND_PERCENT,25.664
GRC,BIRD,IND_PERCENT,17.664
GRC,REPTILE,IND_PERCENT,14.063
GRC,AMPHIBIAN,IND_PERCENT,27.273
GRC,FISH_TOT,IND_PERCENT,10.483
GRC,MARINE_F,IND_PERCENT,2.985
GRC,FRESHW_F,IND_PERCENT,39.2
HUN,FISH_TOT,TOT_KNOWN,81
HUN,FRESHW_F,TOT_KNOWN,81
HUN,FISH_TOT,TOT_KNOWN_IND,52
HUN,FRESHW_F,TOT_KNOWN_IND,52
HUN,FISH_TOT,THREATENED,35
HUN,FRESHW_F,THREATENED,35
HUN,MAMMAL,THREATENED_IND,14
HUN,BIRD,THREATENED_IND,78
HUN,REPTILE,THREATENED_IND,4
HUN,AMPHIBIAN,THREATENED_IND,2
HUN,VASCULAR_PLANT,THREATENED_IND,382
HUN,MAMMAL,THREAT_PERCENT,16.092
HUN,BIRD,THREAT_PERCENT,17.931
HUN,REPTILE,THREAT_PERCENT,26.667
HUN,AMPHIBIAN,THREAT_PERCENT,11.111
HUN,VASCULAR_PLANT,THREAT_PERCENT,14.039
HUN,FISH_TOT,THREAT_PERCENT,43.21
HUN,FRESHW_F,THREAT_PERCENT,43.21
HUN,MAMMAL,IND_PERCENT,18.421
HUN,BIRD,IND_PERCENT,18.571
HUN,REPTILE,IND_PERCENT,26.667
HUN,AMPHIBIAN,IND_PERCENT,11.111
HUN,VASCULAR_PLANT,IND_PERCENT,15.701
ISL,FRESHW_F,TOT_KNOWN,5
ISL,BIRD,THREAT_PERCENT,44
ISL,VASCULAR_PLANT,THREAT_PERCENT,11.872
IRL,FISH_TOT,TOT_KNOWN,404
IRL,MARINE_F,TOT_KNOWN,376
IRL,FRESHW_F,TOT_KNOWN,28
IRL,FISH_TOT,TOT_KNOWN_IND,391
IRL,MARINE_F,TOT_KNOWN_IND,376
IRL,FRESHW_F,TOT_KNOWN_IND,15
IRL,FRESHW_F,CRITICAL,1
IRL,FRESHW_F,VULNERABLE,4
IRL,FRESHW_F,THREATENED,5
IRL,FRESHW_F,CRITICAL_IND,1
IRL,FRESHW_F,VULNERABLE_IND,4
IRL,REPTILE,THREATENED_IND,0
IRL,AMPHIBIAN,THREATENED_IND,1
IRL,VASCULAR_PLANT,THREATENED_IND,101
IRL,FRESHW_F,THREATENED_IND,5
IRL,MAMMAL,THREAT_PERCENT,1.754
IRL,BIRD,THREAT_PERCENT,26.569
IRL,REPTILE,THREAT_PERCENT,0
IRL,AMPHIBIAN,THREAT_PERCENT,33.333
IRL,VASCULAR_PLANT,THREAT_PERCENT,9.619
IRL,FRESHW_F,THREAT_PERCENT,17.857
IRL,REPTILE,IND_PERCENT,0
IRL,AMPHIBIAN,IND_PERCENT,33.333
IRL,VASCULAR_PLANT,IND_PERCENT,9.619
IRL,FRESHW_F,IND_PERCENT,33.333
ITA,FISH_TOT,TOT_KNOWN,641
ITA,MARINE_F,TOT_KNOWN,544
ITA,FRESHW_F,TOT_KNOWN,97
ITA,FRESHW_F,ENDANGERED,6
ITA,FRESHW_F,CRITICAL,11
ITA,FRESHW_F,VULNERABLE,8
ITA,FRESHW_F,THREATENED,25
ITA,MAMMAL,THREAT_PERCENT,18.254
ITA,BIRD,THREAT_PERCENT,27.715
ITA,REPTILE,THREAT_PERCENT,19.643
ITA,AMPHIBIAN,THREAT_PERCENT,31.818
ITA,VASCULAR_PLANT,THREAT_PERCENT,6.748
ITA,FRESHW_F,THREAT_PERCENT,25.773
JPN,FRESHW_F,TOT_KNOWN,400
JPN,FRESHW_F,ENDANGERED,54
JPN,FRESHW_F,CRITICAL,71
JPN,FRESHW_F,VULNERABLE,44
JPN,FRESHW_F,THREATENED,169
JPN,MAMMAL,THREAT_PERCENT,20.625
JPN,BIRD,THREAT_PERCENT,13.857
JPN,REPTILE,THREAT_PERCENT,37
JPN,AMPHIBIAN,THREAT_PERCENT,37.662
JPN,VASCULAR_PLANT,THREAT_PERCENT,25.514
JPN,FRESHW_F,THREAT_PERCENT,42.25
KOR,FISH_TOT,TOT_KNOWN,1280
KOR,FISH_TOT,ENDANGERED,13
KOR,FRESHW_F,ENDANGERED,13
KOR,FISH_TOT,CRITICAL,4
KOR,FRESHW_F,CRITICAL,4
KOR,FISH_TOT,VULNERABLE,9
KOR,FRESHW_F,VULNERABLE,9
KOR,FISH_TOT,THREATENED,26
KOR,FRESHW_F,THREATENED,26
KOR,MAMMAL,THREAT_PERCENT,11.2
KOR,BIRD,THREAT_PERCENT,10.436
KOR,REPTILE,THREAT_PERCENT,15.625
KOR,AMPHIBIAN,THREAT_PERCENT,25
KOR,VASCULAR_PLANT,THREAT_PERCENT,4.958
KOR,FISH_TOT,THREAT_PERCENT,2.031
LUX,FISH_TOT,TOT_KNOWN,43
LUX,FRESHW_F,TOT_KNOWN,43
LUX,FISH_TOT,TOT_KNOWN_IND,27
LUX,FRESHW_F,TOT_KNOWN_IND,27
LUX,FISH_TOT,ENDANGERED,1
LUX,FRESHW_F,ENDANGERED,1
LUX,FISH_TOT,CRITICAL,3
LUX,FRESHW_F,CRITICAL,3
LUX,FISH_TOT,VULNERABLE,8
LUX,FRESHW_F,VULNERABLE,8
LUX,FISH_TOT,THREATENED,12
LUX,FRESHW_F,THREATENED,12
LUX,FISH_TOT,ENDANGERED_IND,1
LUX,FRESHW_F,ENDANGERED_IND,1
LUX,FISH_TOT,CRITICAL_IND,3
LUX,FRESHW_F,CRITICAL_IND,3
LUX,FISH_TOT,VULNERABLE_IND,8
LUX,FRESHW_F,VULNERABLE_IND,8
LUX,VASCULAR_PLANT,THREATENED_IND,354
LUX,FISH_TOT,THREATENED_IND,12
LUX,FRESHW_F,THREATENED_IND,12
LUX,BIRD,THREAT_PERCENT,19.084
LUX,REPTILE,THREAT_PERCENT,33.333
LUX,AMPHIBIAN,THREAT_PERCENT,28.571
LUX,VASCULAR_PLANT,THREAT_PERCENT,26.757
LUX,FISH_TOT,THREAT_PERCENT,27.907
LUX,FRESHW_F,THREAT_PERCENT,27.907
LUX,VASCULAR_PLANT,IND_PERCENT,29.378
LUX,FISH_TOT,IND_PERCENT,44.444
LUX,FRESHW_F,IND_PERCENT,44.444
MEX,FISH_TOT,TOT_KNOWN,2763
MEX,FISH_TOT,ENDANGERED,81
MEX,FISH_TOT,CRITICAL,13
MEX,FISH_TOT,VULNERABLE,80
MEX,FISH_TOT,THREATENED,174
MEX,FISH_TOT,ENDANGERED_IND,74
MEX,FISH_TOT,CRITICAL_IND,8
MEX,FISH_TOT,VULNERABLE_IND,62
MEX,MAMMAL,THREATENED_IND,84
MEX,BIRD,THREATENED_IND,82
MEX,REPTILE,THREATENED_IND,109
MEX,AMPHIBIAN,THREATENED_IND,43
MEX,VASCULAR_PLANT,THREATENED_IND,275
MEX,FISH_TOT,THREATENED_IND,144
MEX,MAMMAL,THREAT_PERCENT,26.773
MEX,BIRD,THREAT_PERCENT,20.748
MEX,REPTILE,THREAT_PERCENT,18.172
MEX,AMPHIBIAN,THREAT_PERCENT,12.782
MEX,VASCULAR_PLANT,THREAT_PERCENT,2.189
MEX,FISH_TOT,THREAT_PERCENT,6.298
MEX,MAMMAL,IND_PERCENT,51.852
MEX,BIRD,IND_PERCENT,42.268
MEX,REPTILE,IND_PERCENT,21.415
MEX,AMPHIBIAN,IND_PERCENT,16.667
MEX,VASCULAR_PLANT,IND_PERCENT,2.381
NLD,FISH_TOT,TOT_KNOWN,97
NLD,MARINE_F,TOT_KNOWN,57
NLD,FRESHW_F,TOT_KNOWN,40
NLD,AMPHIBIAN,TOT_KNOWN_IND,16
NLD,FISH_TOT,TOT_KNOWN_IND,97
NLD,MARINE_F,TOT_KNOWN_IND,57
NLD,FRESHW_F,TOT_KNOWN_IND,40
NLD,FISH_TOT,ENDANGERED,5
NLD,MARINE_F,ENDANGERED,3
NLD,FRESHW_F,ENDANGERED,2
NLD,FISH_TOT,CRITICAL,4
NLD,MARINE_F,CRITICAL,3
NLD,FRESHW_F,CRITICAL,1
NLD,FISH_TOT,VULNERABLE,14
NLD,MARINE_F,VULNERABLE,4
NLD,FRESHW_F,VULNERABLE,10
NLD,FISH_TOT,THREATENED,23
NLD,MARINE_F,THREATENED,10
NLD,FRESHW_F,THREATENED,13
NLD,FISH_TOT,ENDANGERED_IND,5
NLD,MARINE_F,ENDANGERED_IND,3
NLD,FRESHW_F,ENDANGERED_IND,2
NLD,AMPHIBIAN,CRITICAL_IND,2
NLD,FISH_TOT,CRITICAL_IND,4
NLD,MARINE_F,CRITICAL_IND,3
NLD,FRESHW_F,CRITICAL_IND,1
NLD,FISH_TOT,VULNERABLE_IND,14
NLD,MARINE_F,VULNERABLE_IND,4
NLD,FRESHW_F,VULNERABLE_IND,10
NLD,FISH_TOT,THREATENED_IND,23
NLD,MARINE_F,THREATENED_IND,10
NLD,FRESHW_F,THREATENED_IND,13
NLD,MAMMAL,THREAT_PERCENT,20.755
NLD,BIRD,THREAT_PERCENT,23.81
NLD,REPTILE,THREAT_PERCENT,71.429
NLD,AMPHIBIAN,THREAT_PERCENT,43.75
NLD,VASCULAR_PLANT,THREAT_PERCENT,25.52
NLD,FISH_TOT,THREAT_PERCENT,23.711
NLD,MARINE_F,THREAT_PERCENT,17.544
NLD,FRESHW_F,THREAT_PERCENT,32.5
NLD,FISH_TOT,IND_PERCENT,23.711
NLD,MARINE_F,IND_PERCENT,17.544
NLD,FRESHW_F,IND_PERCENT,32.5
NZL,FRESHW_F,TOT_KNOWN,75
NZL,FRESHW_F,TOT_KNOWN_IND,54
NZL,FRESHW_F,ENDANGERED_IND,6
NZL,FRESHW_F,CRITICAL_IND,4
NZL,FRESHW_F,VULNERABLE_IND,12
NZL,MAMMAL,THREATENED_IND,10
NZL,BIRD,THREATENED_IND,65
NZL,REPTILE,THREATENED_IND,37
NZL,AMPHIBIAN,THREATENED_IND,1
NZL,VASCULAR_PLANT,THREATENED_IND,328
NZL,FRESHW_F,THREATENED_IND,22
NZL,MAMMAL,IND_PERCENT,27.027
NZL,BIRD,IND_PERCENT,29.954
NZL,REPTILE,IND_PERCENT,34.906
NZL,AMPHIBIAN,IND_PERCENT,25
NZL,VASCULAR_PLANT,IND_PERCENT,13.199
NZL,FRESHW_F,IND_PERCENT,40.741
NOR,FISH_TOT,TOT_KNOWN,312
NOR,MARINE_F,TOT_KNOWN,285
NOR,FRESHW_F,TOT_KNOWN,47
NOR,FISH_TOT,TOT_KNOWN_IND,196
NOR,MARINE_F,TOT_KNOWN_IND,164
NOR,FRESHW_F,TOT_KNOWN_IND,32
NOR,FISH_TOT,ENDANGERED,4
NOR,MARINE_F,ENDANGERED,4
NOR,FISH_TOT,CRITICAL,1
NOR,MARINE_F,CRITICAL,1
NOR,FISH_TOT,VULNERABLE,2
NOR,MARINE_F,VULNERABLE,2
NOR,FISH_TOT,THREATENED,7
NOR,MARINE_F,THREATENED,7
NOR,FISH_TOT,ENDANGERED_IND,4
NOR,MARINE_F,ENDANGERED_IND,4
NOR,FISH_TOT,CRITICAL_IND,1
NOR,MARINE_F,CRITICAL_IND,1
NOR,FISH_TOT,VULNERABLE_IND,2
NOR,MARINE_F,VULNERABLE_IND,2
NOR,MAMMAL,THREATENED_IND,17
NOR,BIRD,THREATENED_IND,46
NOR,AMPHIBIAN,THREATENED_IND,1
NOR,VASCULAR_PLANT,THREATENED_IND,246
NOR,FISH_TOT,THREATENED_IND,7
NOR,MARINE_F,THREATENED_IND,7
NOR,MAMMAL,THREAT_PERCENT,19.101
NOR,BIRD,THREAT_PERCENT,17.424
NOR,AMPHIBIAN,THREAT_PERCENT,16.667
NOR,VASCULAR_PLANT,THREAT_PERCENT,7.586
NOR,FISH_TOT,THREAT_PERCENT,2.244
NOR,MARINE_F,THREAT_PERCENT,2.456
NOR,MAMMAL,IND_PERCENT,23.288
NOR,BIRD,IND_PERCENT,19.828
NOR,AMPHIBIAN,IND_PERCENT,16.667
NOR,VASCULAR_PLANT,IND_PERCENT,18.128
NOR,FISH_TOT,IND_PERCENT,3.571
NOR,MARINE_F,IND_PERCENT,4.268
POL,FISH_TOT,TOT_KNOWN,138
POL,MARINE_F,TOT_KNOWN,50
POL,FRESHW_F,TOT_KNOWN,70
POL,FISH_TOT,TOT_KNOWN_IND,104
POL,MARINE_F,TOT_KNOWN_IND,49
POL,FRESHW_F,TOT_KNOWN_IND,65
POL,FISH_TOT,ENDANGERED,15
POL,MARINE_F,ENDANGERED,9
POL,FRESHW_F,ENDANGERED,5
POL,FISH_TOT,CRITICAL,7
POL,FRESHW_F,CRITICAL,5
POL,FISH_TOT,VULNERABLE,7
POL,FRESHW_F,VULNERABLE,14
POL,FISH_TOT,THREATENED,29
POL,MARINE_F,THREATENED,9
POL,FRESHW_F,THREATENED,24
POL,FISH_TOT,ENDANGERED_IND,15
POL,MARINE_F,ENDANGERED_IND,9
POL,FRESHW_F,ENDANGERED_IND,5
POL,FISH_TOT,CRITICAL_IND,7
POL,FRESHW_F,CRITICAL_IND,5
POL,FISH_TOT,VULNERABLE_IND,7
POL,FRESHW_F,VULNERABLE_IND,14
POL,MAMMAL,THREATENED_IND,13
POL,BIRD,THREATENED_IND,34
POL,REPTILE,THREATENED_IND,3
POL,VASCULAR_PLANT,THREATENED_IND,428
POL,FISH_TOT,THREATENED_IND,29
POL,MARINE_F,THREATENED_IND,9
POL,FRESHW_F,THREATENED_IND,24
POL,MAMMAL,THREAT_PERCENT,11.607
POL,BIRD,THREAT_PERCENT,7.539
POL,REPTILE,THREAT_PERCENT,27.273
POL,VASCULAR_PLANT,THREAT_PERCENT,15.808
POL,FISH_TOT,THREAT_PERCENT,21.014
POL,MARINE_F,THREAT_PERCENT,18
POL,FRESHW_F,THREAT_PERCENT,34.286
POL,MAMMAL,IND_PERCENT,13
POL,BIRD,IND_PERCENT,7.64
POL,REPTILE,IND_PERCENT,33.333
POL,VASCULAR_PLANT,IND_PERCENT,16.89
POL,FISH_TOT,IND_PERCENT,27.885
POL,MARINE_F,IND_PERCENT,18.367
POL,FRESHW_F,IND_PERCENT,36.923
PRT,FISH_TOT,TOT_KNOWN,65
PRT,FISH_TOT,TOT_KNOWN_IND,35
PRT,FISH_TOT,ENDANGERED,10
PRT,FISH_TOT,CRITICAL,8
PRT,FISH_TOT,VULNERABLE,4
PRT,FISH_TOT,THREATENED,22
PRT,FISH_TOT,ENDANGERED_IND,10
PRT,FISH_TOT,CRITICAL_IND,8
PRT,FISH_TOT,VULNERABLE_IND,4
PRT,MAMMAL,THREATENED_IND,31
PRT,BIRD,THREATENED_IND,111
PRT,REPTILE,THREATENED_IND,10
PRT,AMPHIBIAN,THREATENED_IND,2
PRT,FISH_TOT,THREATENED_IND,22
PRT,MAMMAL,THREAT_PERCENT,19.62
PRT,BIRD,THREAT_PERCENT,28.244
PRT,REPTILE,THREAT_PERCENT,20.408
PRT,AMPHIBIAN,THREAT_PERCENT,10
PRT,FISH_TOT,THREAT_PERCENT,33.846
PRT,MAMMAL,IND_PERCENT,28.704
PRT,BIRD,IND_PERCENT,30.663
PRT,REPTILE,IND_PERCENT,31.25
PRT,AMPHIBIAN,IND_PERCENT,11.765
PRT,FISH_TOT,IND_PERCENT,62.857
SVK,FRESHW_F,TOT_KNOWN,79
SVK,FRESHW_F,TOT_KNOWN_IND,63
SVK,FRESHW_F,ENDANGERED,6
SVK,FRESHW_F,VULNERABLE,6
SVK,FRESHW_F,THREATENED,12
SVK,FRESHW_F,ENDANGERED_IND,6
SVK,FRESHW_F,VULNERABLE_IND,6
SVK,MAMMAL,THREATENED_IND,20
SVK,BIRD,THREATENED_IND,51
SVK,REPTILE,THREATENED_IND,5
SVK,AMPHIBIAN,THREATENED_IND,8
SVK,FRESHW_F,THREATENED_IND,12
SVK,MAMMAL,THREAT_PERCENT,22.222
SVK,BIRD,THREAT_PERCENT,24.171
SVK,REPTILE,THREAT_PERCENT,41.667
SVK,AMPHIBIAN,THREAT_PERCENT,44.444
SVK,VASCULAR_PLANT,THREAT_PERCENT,14.562
SVK,FRESHW_F,THREAT_PERCENT,15.19
SVK,MAMMAL,IND_PERCENT,23.529
SVK,REPTILE,IND_PERCENT,41.667
SVK,AMPHIBIAN,IND_PERCENT,44.444
SVK,FRESHW_F,IND_PERCENT,19.048
ESP,FRESHW_F,TOT_KNOWN,92
ESP,FRESHW_F,ENDANGERED,10
ESP,FRESHW_F,CRITICAL,10
ESP,FRESHW_F,VULNERABLE,24
ESP,FRESHW_F,THREATENED,44
ESP,FRESHW_F,ENDANGERED_IND,10
ESP,FRESHW_F,CRITICAL_IND,10
ESP,FRESHW_F,VULNERABLE_IND,24
ESP,MAMMAL,THREATENED_IND,19
ESP,BIRD,THREATENED_IND,114
ESP,REPTILE,THREATENED_IND,34
ESP,AMPHIBIAN,THREATENED_IND,14
ESP,VASCULAR_PLANT,THREATENED_IND,1263
ESP,FRESHW_F,THREATENED_IND,44
ESP,MAMMAL,THREAT_PERCENT,16.667
ESP,BIRD,THREAT_PERCENT,19.621
ESP,REPTILE,THREAT_PERCENT,36.957
ESP,AMPHIBIAN,THREAT_PERCENT,38.889
ESP,VASCULAR_PLANT,THREAT_PERCENT,17.874
ESP,FRESHW_F,THREAT_PERCENT,47.826
SWE,FISH_TOT,TOT_KNOWN,141
SWE,FISH_TOT,TOT_KNOWN_IND,141
SWE,FISH_TOT,ENDANGERED,6
SWE,FISH_TOT,CRITICAL,6
SWE,FISH_TOT,VULNERABLE,8
SWE,FISH_TOT,THREATENED,20
SWE,FISH_TOT,ENDANGERED_IND,6
SWE,FISH_TOT,CRITICAL_IND,6
