alpha3,SPEC,IUCN,Value
LTU,AMPHIBIAN,VULNERABLE_IND,1
LTU,VASCULAR_PLANT,VULNERABLE_IND,41
LTU,FISH_TOT,VULNERABLE_IND,2
LTU,MARINE_F,VULNERABLE_IND,0
LTU,FRESHW_F,VULNERABLE_IND,2
LTU,MOSS,VULNERABLE_IND,26
LTU,LICHEN,VULNERABLE_IND,3
LTU,INVERTEB,VULNERABLE_IND,22
LTU,MAMMAL,THREATENED_IND,7
LTU,BIRD,THREATENED_IND,56
LTU,REPTILE,THREATENED_IND,2
LTU,AMPHIBIAN,THREATENED_IND,2
LTU,VASCULAR_PLANT,THREATENED_IND,130
LTU,FISH_TOT,THREATENED_IND,5
LTU,MARINE_F,THREATENED_IND,1
LTU,FRESHW_F,THREATENED_IND,4
LTU,MOSS,THREATENED_IND,48
LTU,LICHEN,THREATENED_IND,43
LTU,INVERTEB,THREATENED_IND,89
LTU,MAMMAL,THREAT_PERCENT,10.294
LTU,BIRD,THREAT_PERCENT,14.396
LTU,REPTILE,THREAT_PERCENT,28.571
LTU,VASCULAR_PLANT,THREAT_PERCENT,9.745
LTU,FISH_TOT,THREAT_PERCENT,4.762
LTU,MARINE_F,THREAT_PERCENT,1.961
LTU,MOSS,THREAT_PERCENT,10.213
LTU,LICHEN,THREAT_PERCENT,17.2
LTU,INVERTEB,THREAT_PERCENT,0.356
LTU,MAMMAL,IND_PERCENT,11.864
LTU,BIRD,IND_PERCENT,15.217
LTU,REPTILE,IND_PERCENT,28.571
LTU,VASCULAR_PLANT,IND_PERCENT,16.539
LTU,FISH_TOT,IND_PERCENT,5.882
LTU,MARINE_F,IND_PERCENT,2.041
LTU,FRESHW_F,IND_PERCENT,11.111
AUS,MAMMAL,ENDANGERED_IND,37
AUS,AMPHIBIAN,ENDANGERED_IND,14
AUS,VASCULAR_PLANT,ENDANGERED_IND,527
AUS,FISH_TOT,ENDANGERED_IND,16
AUS,MARINE_F,ENDANGERED_IND,2
AUS,FRESHW_F,ENDANGERED_IND,14
AUS,INVERTEB,ENDANGERED_IND,22
AUS,MAMMAL,CRITICAL_IND,5
AUS,AMPHIBIAN,CRITICAL_IND,5
AUS,VASCULAR_PLANT,CRITICAL_IND,148
AUS,FISH_TOT,CRITICAL_IND,8
AUS,MARINE_F,CRITICAL_IND,3
AUS,FRESHW_F,CRITICAL_IND,5
AUS,INVERTEB,CRITICAL_IND,28
AUS,MAMMAL,VULNERABLE_IND,67
AUS,AMPHIBIAN,VULNERABLE_IND,10
AUS,VASCULAR_PLANT,VULNERABLE_IND,587
AUS,FISH_TOT,VULNERABLE_IND,24
AUS,MARINE_F,VULNERABLE_IND,8
AUS,FRESHW_F,VULNERABLE_IND,16
AUS,MOSS,VULNERABLE_IND,1
AUS,INVERTEB,VULNERABLE_IND,11
AUS,MAMMAL,THREATENED_IND,109
AUS,BIRD,THREATENED_IND,133
AUS,REPTILE,THREATENED_IND,61
AUS,AMPHIBIAN,THREATENED_IND,29
AUS,VASCULAR_PLANT,THREATENED_IND,1262
AUS,FISH_TOT,THREATENED_IND,48
AUS,MARINE_F,THREATENED_IND,13
AUS,FRESHW_F,THREATENED_IND,35
AUS,MOSS,THREATENED_IND,1
AUS,INVERTEB,THREATENED_IND,61
AUS,VASCULAR_PLANT,IND_PERCENT,7.057
AUT,MOSS,TOT_KNOWN,1016
AUT,LICHEN,TOT_KNOWN,2100
AUT,INVERTEB,TOT_KNOWN,45244
AUT,MOSS,TOT_KNOWN_IND,1016
AUT,LICHEN,TOT_KNOWN_IND,2100
AUT,INVERTEB,TOT_KNOWN_IND,45244
AUT,MOSS,ENDANGERED,69
AUT,LICHEN,ENDANGERED,135
AUT,INVERTEB,ENDANGERED,310
AUT,MOSS,CRITICAL,34
AUT,LICHEN,CRITICAL,57
AUT,INVERTEB,CRITICAL,302
AUT,MOSS,VULNERABLE,135
AUT,LICHEN,VULNERABLE,251
AUT,INVERTEB,VULNERABLE,356
AUT,MOSS,THREATENED,238
AUT,LICHEN,THREATENED,443
AUT,INVERTEB,THREATENED,968
AUT,MOSS,ENDANGERED_IND,69
AUT,LICHEN,ENDANGERED_IND,135
AUT,INVERTEB,ENDANGERED_IND,310
AUT,MOSS,CRITICAL_IND,34
AUT,LICHEN,CRITICAL_IND,57
AUT,INVERTEB,CRITICAL_IND,302
AUT,MOSS,VULNERABLE_IND,135
AUT,LICHEN,VULNERABLE_IND,251
AUT,INVERTEB,VULNERABLE_IND,356
AUT,MOSS,THREATENED_IND,238
AUT,LICHEN,THREATENED_IND,443
AUT,INVERTEB,THREATENED_IND,968
AUT,MOSS,THREAT_PERCENT,23.425
AUT,LICHEN,THREAT_PERCENT,21.095
AUT,INVERTEB,THREAT_PERCENT,2.14
AUT,MOSS,IND_PERCENT,23.425
AUT,LICHEN,IND_PERCENT,21.095
AUT,INVERTEB,IND_PERCENT,2.14
FRA,INVERTEB,TOT_KNOWN,1060
FRA,FISH_TOT,ENDANGERED,2
FRA,INVERTEB,ENDANGERED,22
FRA,VASCULAR_PLANT,CRITICAL,49
FRA,FISH_TOT,CRITICAL,4
FRA,INVERTEB,CRITICAL,18
FRA,FISH_TOT,VULNERABLE,9
FRA,INVERTEB,VULNERABLE,179
FRA,FISH_TOT,THREATENED,15
FRA,INVERTEB,THREATENED,219
FRA,VASCULAR_PLANT,THREAT_PERCENT,51.866
FRA,FISH_TOT,THREAT_PERCENT,21.739
FRA,INVERTEB,THREAT_PERCENT,20.66
IRL,INVERTEB,ENDANGERED_IND,51
IRL,INVERTEB,CRITICAL_IND,27
IRL,INVERTEB,VULNERABLE_IND,97
IRL,INVERTEB,THREATENED_IND,175
ITA,MOSS,TOT_KNOWN,1169
ITA,LICHEN,TOT_KNOWN,2704
ITA,MOSS,THREATENED,367
ITA,LICHEN,THREATENED,276
ITA,MOSS,THREAT_PERCENT,31.394
ITA,LICHEN,THREAT_PERCENT,10.207
TUR,INVERTEB,TOT_KNOWN,20636
CAN,LICHEN,TOT_KNOWN,857
CAN,LICHEN,TOT_KNOWN_IND,856
CAN,MOSS,CRITICAL,75
CAN,LICHEN,CRITICAL,70
CAN,MOSS,CRITICAL_IND,75
CAN,LICHEN,CRITICAL_IND,70
CAN,LICHEN,THREAT_PERCENT,21.47
CAN,LICHEN,IND_PERCENT,21.495
HUN,VASCULAR_PLANT,CRITICAL,115
HUN,VASCULAR_PLANT,CRITICAL_IND,115
IRL,MARINE_F,ENDANGERED,5
IRL,MARINE_F,CRITICAL,6
IRL,MARINE_F,VULNERABLE,6
IRL,MARINE_F,THREATENED,17
IRL,MARINE_F,ENDANGERED_IND,5
IRL,MARINE_F,CRITICAL_IND,6
IRL,MARINE_F,VULNERABLE_IND,6
IRL,MARINE_F,THREATENED_IND,17
IRL,MARINE_F,THREAT_PERCENT,4.521
IRL,MARINE_F,IND_PERCENT,4.521
TUR,LICHEN,TOT_KNOWN,1000
TUR,INVERTEB,THREATENED,89
TUR,INVERTEB,THREAT_PERCENT,0.431
BRA,AMPHIBIAN,TOT_KNOWN,877
BRA,AMPHIBIAN,THREAT_PERCENT,4.333
CAN,INVERTEB,TOT_KNOWN,19938
CAN,INVERTEB,TOT_KNOWN_IND,18908
CAN,INVERTEB,ENDANGERED,295
CAN,INVERTEB,CRITICAL,205
CAN,INVERTEB,VULNERABLE,765
CAN,INVERTEB,THREATENED,1265
CAN,INVERTEB,ENDANGERED_IND,295
CAN,INVERTEB,CRITICAL_IND,205
CAN,INVERTEB,VULNERABLE_IND,765
CAN,INVERTEB,THREATENED_IND,1265
CAN,INVERTEB,THREAT_PERCENT,6.345
CAN,INVERTEB,IND_PERCENT,6.69
HUN,MOSS,TOT_KNOWN,659
HUN,LICHEN,TOT_KNOWN,715
HUN,INVERTEB,TOT_KNOWN,87
HUN,MOSS,TOT_KNOWN_IND,657
HUN,LICHEN,TOT_KNOWN_IND,715
HUN,INVERTEB,TOT_KNOWN_IND,87
HUN,MOSS,ENDANGERED,90
HUN,LICHEN,ENDANGERED,44
HUN,INVERTEB,ENDANGERED,7
HUN,MOSS,CRITICAL,20
HUN,LICHEN,CRITICAL,24
HUN,INVERTEB,CRITICAL,9
HUN,MOSS,VULNERABLE,63
HUN,LICHEN,VULNERABLE,45
HUN,INVERTEB,VULNERABLE,8
HUN,MOSS,THREATENED,173
HUN,LICHEN,THREATENED,113
HUN,INVERTEB,THREATENED,24
HUN,MOSS,ENDANGERED_IND,90
HUN,LICHEN,ENDANGERED_IND,44
HUN,INVERTEB,ENDANGERED_IND,7
HUN,MOSS,CRITICAL_IND,20
HUN,LICHEN,CRITICAL_IND,24
HUN,INVERTEB,CRITICAL_IND,9
HUN,MOSS,VULNERABLE_IND,63
HUN,LICHEN,VULNERABLE_IND,45
HUN,INVERTEB,VULNERABLE_IND,8
HUN,MOSS,THREATENED_IND,173
HUN,LICHEN,THREATENED_IND,113
HUN,INVERTEB,THREATENED_IND,24
HUN,MOSS,THREAT_PERCENT,26.252
HUN,LICHEN,THREAT_PERCENT,15.804
HUN,INVERTEB,THREAT_PERCENT,27.586
HUN,MOSS,IND_PERCENT,26.332
HUN,LICHEN,IND_PERCENT,15.804
HUN,INVERTEB,IND_PERCENT,27.586
JPN,FISH_TOT,TOT_KNOWN,4300
JPN,MARINE_F,TOT_KNOWN,3900
JPN,FISH_TOT,ENDANGERED,60
JPN,MARINE_F,ENDANGERED,6
JPN,FISH_TOT,CRITICAL,79
JPN,MARINE_F,CRITICAL,8
JPN,FISH_TOT,VULNERABLE,46
JPN,MARINE_F,VULNERABLE,2
JPN,FISH_TOT,THREATENED,185
JPN,MARINE_F,THREATENED,16
JPN,FISH_TOT,THREAT_PERCENT,4.302
JPN,MARINE_F,THREAT_PERCENT,0.41
LUX,INVERTEB,CRITICAL,7
GBR,MOSS,TOT_KNOWN,805
GBR,MOSS,THREAT_PERCENT,15.28
LTU,BIRD,CRITICAL,19
LTU,VASCULAR_PLANT,CRITICAL,23
LTU,FISH_TOT,CRITICAL,3
LTU,MARINE_F,CRITICAL,1
LTU,FRESHW_F,CRITICAL,2
LTU,MOSS,CRITICAL,9
LTU,LICHEN,CRITICAL,24
LTU,INVERTEB,CRITICAL,13
LTU,BIRD,CRITICAL_IND,19
LTU,VASCULAR_PLANT,CRITICAL_IND,23
LTU,FISH_TOT,CRITICAL_IND,3
LTU,MARINE_F,CRITICAL_IND,1
LTU,FRESHW_F,CRITICAL_IND,2
LTU,MOSS,CRITICAL_IND,9
LTU,LICHEN,CRITICAL_IND,24
LTU,INVERTEB,CRITICAL_IND,13
LTU,AMPHIBIAN,THREAT_PERCENT,15.385
LTU,FRESHW_F,THREAT_PERCENT,7.407
LTU,AMPHIBIAN,IND_PERCENT,15.385
